14:06:58 0.00% 0.12%
14:07:00 0.00% 0.12%
14:07:02 13.93% 0.15%
14:07:04 17.21% 0.15%
14:07:06 17.72% 0.15%
14:07:08 17.97% 0.16%
14:07:10 10.57% 0.16%
14:07:12 0.00% 0.16%
14:07:14 0.00% 0.16%
14:07:16 0.00% 0.16%
