18:18:10 23280 0.0 0.3
18:18:12 23280 0.0 0.3
18:18:14 23280 0.0 0.3
18:18:16 23280 0.0 0.3
18:18:18 23280 0.0 0.3
18:18:20 23280 0.0 0.3
18:18:23 23280 0.0 0.3
18:18:25 23280 0.0 0.3
18:18:27 23280 0.0 0.3
18:18:29 23280 0.0 0.3
18:18:31 23280 0.0 0.3
18:18:33 23280 0.0 0.3
18:18:36 23280 18.8 0.3
18:18:38 23280 6.7 0.3
18:18:40 23280 6.7 0.3
18:18:42 23280 0.0 0.3
18:18:44 23280 18.8 0.3
18:18:46 23280 13.3 0.3
18:18:49 23280 0.0 0.3
18:18:51 23280 20.0 0.3
18:18:53 23280 20.0 0.3
18:18:55 23280 0.0 0.3
18:18:57 23280 0.0 0.3
18:18:59 23280 12.5 0.3
18:19:01 23280 18.8 0.3
18:19:04 23280 20.0 0.3
18:19:06 23280 26.7 0.3
18:19:08 23280 6.7 0.3
18:19:10 23280 18.8 0.3
18:19:12 23280 18.8 0.3
18:19:14 23280 6.7 0.3
18:19:17 23280 20.0 0.3
18:19:19 23280 13.3 0.3
18:19:21 23280 0.0 0.3
18:19:23 23280 0.0 0.3
18:19:25 23280 26.7 0.3
18:19:27 23280 0.0 0.3
18:19:30 23280 33.3 0.3
18:19:32 23280 6.7 0.3
18:19:34 23280 0.0 0.3
18:19:36 23280 20.0 0.3
18:19:38 23280 0.0 0.3
18:19:40 23280 0.0 0.3
18:19:43 23280 0.0 0.3
18:19:45 23280 0.0 0.3
18:19:47 23280 0.0 0.3
18:19:49 23280 0.0 0.3
18:19:51 23280 0.0 0.3
18:19:53 23280 0.0 0.3
18:19:56 23280 0.0 0.3
18:19:58 23280 0.0 0.3
