18:18:17 12464 0.0 0.4
18:18:19 12464 0.0 0.4
18:18:21 12464 0.0 0.4
18:18:23 12464 0.0 0.4
18:18:25 12464 0.0 0.4
18:18:27 12464 0.0 0.4
18:18:30 12464 0.0 0.4
18:18:32 12464 0.0 0.4
18:18:34 12464 0.0 0.4
18:18:36 12464 100.0 0.4
18:18:38 12464 0.0 0.4
18:18:40 12464 6.7 0.4
18:18:43 12464 6.7 0.4
18:18:45 12464 0.0 0.4
18:18:47 12464 0.0 0.4
18:18:49 12464 6.7 0.4
18:18:51 12464 6.7 0.4
18:18:53 12464 6.7 0.4
18:18:55 12464 0.0 0.4
18:18:58 12464 0.0 0.4
18:19:00 12464 6.7 0.4
18:19:02 12464 0.0 0.4
18:19:04 12464 0.0 0.4
18:19:06 12464 6.7 0.4
18:19:08 12464 13.3 0.4
18:19:11 12464 0.0 0.4
18:19:13 12464 0.0 0.4
18:19:15 12464 6.7 0.4
18:19:17 12464 0.0 0.4
18:19:19 12464 0.0 0.4
18:19:21 12464 6.7 0.4
18:19:24 12464 0.0 0.4
18:19:26 12464 0.0 0.4
18:19:28 12464 0.0 0.4
18:19:30 12464 6.7 0.4
18:19:32 12464 0.0 0.4
18:19:34 12464 6.7 0.4
18:19:37 12464 6.7 0.4
18:19:39 12464 0.0 0.4
18:19:41 12464 0.0 0.4
18:19:43 12464 6.7 0.4
18:19:45 12464 0.0 0.4
18:19:47 12464 0.0 0.4
18:19:49 12464 0.0 0.4
18:19:52 12464 0.0 0.4
18:19:54 12464 0.0 0.4
